BookId,Book Name,Genre,Publication Year,URL,Writer Name,Review,Pages,Ratings,Keywords
BK091,Dracula,Science Fiction,1937,https://en.wikipedia.org/wiki/Dracula,F. Scott Fitzgerald,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",741,1.7,"dracula, f. scott fitzgerald, science fiction, story, characters, themes"
BK092,War and Peace,Science Fiction,1863,https://en.wikipedia.org/wiki/War_and_Peace,J.D. Salinger,"Wuthering Heights is a dark and passionate novel that explores the destructive power of love. Written by Emily Brontë, it tells the story of Heathcliff, a brooding and vengeful man, and his obsessive love for Catherine Earnshaw. The novel is filled with intense emotions, and Brontë’s writing conveys the wildness and isolation of the Yorkshire moors. Wuthering Heights explores themes of love, revenge, and the consequences of unchecked passion. The novel’s Gothic atmosphere and complex characters make it a timeless classic that continues to captivate readers.",916,2.5,"war and peace, j.d. salinger, science fiction, peace, story, characters, themes"
BK093,Ender's Game,Fiction,1865,https://en.wikipedia.org/wiki/Ender%27s_Game,Leo Tolstoy,"The Road is a haunting post-apocalyptic novel by Cormac McCarthy that tells the story of a father and son struggling to survive in a desolate world. The novel is stark, spare, and deeply emotional, with McCarthy’s poetic writing capturing the bleakness of the environment and the deep love between the two characters. The father’s determination to protect his son and their struggle to maintain their humanity in a world devoid of hope form the emotional core of the story. The Road is a powerful meditation on survival, love, and the human spirit.",1117,1.2,"ender's game, leo tolstoy, fiction, ender's, game, story, characters, themes"
BK094,War and Peace,Fantasy,1944,https://en.wikipedia.org/wiki/War_and_Peace,Herman Melville,"The Road is a haunting post-apocalyptic novel by Cormac McCarthy that tells the story of a father and son struggling to survive in a desolate world. The novel is stark, spare, and deeply emotional, with McCarthy’s poetic writing capturing the bleakness of the environment and the deep love between the two characters. The father’s determination to protect his son and their struggle to maintain their humanity in a world devoid of hope form the emotional core of the story. The Road is a powerful meditation on survival, love, and the human spirit.",460,4.9,"war and peace, herman melville, fantasy, peace, story, characters, themes"
BK095,Murder on the Orient Express,Science Fiction,1948,https://en.wikipedia.org/wiki/Murder_on_the_Orient_Express,J.D. Salinger,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",566,1.6,"murder on the orient express, j.d. salinger, science fiction, murder, orient, story, characters, themes"
BK096,The Chronicles of Narnia,Science Fiction,1815,https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia,Fyodor Dostoevsky,"Wuthering Heights is a dark and passionate novel that explores the destructive power of love. Written by Emily Brontë, it tells the story of Heathcliff, a brooding and vengeful man, and his obsessive love for Catherine Earnshaw. The novel is filled with intense emotions, and Brontë’s writing conveys the wildness and isolation of the Yorkshire moors. Wuthering Heights explores themes of love, revenge, and the consequences of unchecked passion. The novel’s Gothic atmosphere and complex characters make it a timeless classic that continues to captivate readers.",390,3.7,"the chronicles of narnia, fyodor dostoevsky, science fiction, chronicles, narnia, story, characters, themes"
BK097,The Hunger Games,Science Fiction,1888,https://en.wikipedia.org/wiki/The_Hunger_Games,J.D. Salinger,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",170,2.6,"the hunger games, j.d. salinger, science fiction, hunger, games, story, characters, themes"
BK098,The Color Purple,Mystery,2006,https://en.wikipedia.org/wiki/The_Color_Purple,Charlotte Brontë,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",506,2.1,"the color purple, charlotte brontë, mystery, color, purple, story, characters, themes"
BK099,The Color Purple,Adventure,1803,https://en.wikipedia.org/wiki/The_Color_Purple,Aldous Huxley,"Wuthering Heights is a dark and passionate novel that explores the destructive power of love. Written by Emily Brontë, it tells the story of Heathcliff, a brooding and vengeful man, and his obsessive love for Catherine Earnshaw. The novel is filled with intense emotions, and Brontë’s writing conveys the wildness and isolation of the Yorkshire moors. Wuthering Heights explores themes of love, revenge, and the consequences of unchecked passion. The novel’s Gothic atmosphere and complex characters make it a timeless classic that continues to captivate readers.",720,1.2,"the color purple, aldous huxley, adventure, color, purple, story, characters, themes"
BK100,Ender's Game,Dystopian,1816,https://en.wikipedia.org/wiki/Ender%27s_Game,George Orwell,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",689,3.9,"ender's game, george orwell, dystopian, ender's, game, story, characters, themes"
